,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class_1,Class_2
386,"tf.Tensor(0.74388367, shape=(), dtype=float32)","tf.Tensor(0.9787712, shape=(), dtype=float32)","tf.Tensor(0.23140892, shape=(), dtype=float32)","tf.Tensor(0.9723975, shape=(), dtype=float32)","tf.Tensor(0.2062469, shape=(), dtype=float32)","tf.Tensor(0.64831686, shape=(), dtype=float32)","tf.Tensor(0.6599694, shape=(), dtype=float32)","tf.Tensor(0.94397575, shape=(), dtype=float32)","tf.Tensor(0.7309728, shape=(), dtype=float32)","tf.Tensor(0.8479216, shape=(), dtype=float32)","tf.Tensor(0.8674184, shape=(), dtype=float32)","tf.Tensor(0.040590618, shape=(), dtype=float32)","tf.Tensor(0.9437268, shape=(), dtype=float32)","tf.Tensor(0.3750818, shape=(), dtype=float32)","tf.Tensor(0.79014367, shape=(), dtype=float32)","tf.Tensor(0.8055657, shape=(), dtype=float32)","tf.Tensor(0.8857922, shape=(), dtype=float32)","tf.Tensor(0.8869703, shape=(), dtype=float32)","tf.Tensor(0.83718264, shape=(), dtype=float32)","tf.Tensor(0.38242528, shape=(), dtype=float32)","tf.Tensor(0.330461, shape=(), dtype=float32)","tf.Tensor(0.43550965, shape=(), dtype=float32)","tf.Tensor(0.5970853, shape=(), dtype=float32)","tf.Tensor(0.8564368, shape=(), dtype=float32)","tf.Tensor(0.89765, shape=(), dtype=float32)","tf.Tensor(0.85033154, shape=(), dtype=float32)","tf.Tensor(0.33681872, shape=(), dtype=float32)","tf.Tensor(0.6702228, shape=(), dtype=float32)","tf.Tensor(0.7972612, shape=(), dtype=float32)","tf.Tensor(0.21714984, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
387,"tf.Tensor(0.38149196, shape=(), dtype=float32)","tf.Tensor(0.66041774, shape=(), dtype=float32)","tf.Tensor(0.39494088, shape=(), dtype=float32)","tf.Tensor(0.6154418, shape=(), dtype=float32)","tf.Tensor(0.6909172, shape=(), dtype=float32)","tf.Tensor(0.40186, shape=(), dtype=float32)","tf.Tensor(0.23001648, shape=(), dtype=float32)","tf.Tensor(0.6446141, shape=(), dtype=float32)","tf.Tensor(0.62572914, shape=(), dtype=float32)","tf.Tensor(0.4184966, shape=(), dtype=float32)","tf.Tensor(0.26063588, shape=(), dtype=float32)","tf.Tensor(0.7024603, shape=(), dtype=float32)","tf.Tensor(0.04920675, shape=(), dtype=float32)","tf.Tensor(0.5714472, shape=(), dtype=float32)","tf.Tensor(0.12950425, shape=(), dtype=float32)","tf.Tensor(0.6760713, shape=(), dtype=float32)","tf.Tensor(0.10872651, shape=(), dtype=float32)","tf.Tensor(0.07751201, shape=(), dtype=float32)","tf.Tensor(0.30148777, shape=(), dtype=float32)","tf.Tensor(0.68120354, shape=(), dtype=float32)","tf.Tensor(0.15843636, shape=(), dtype=float32)","tf.Tensor(0.49834612, shape=(), dtype=float32)","tf.Tensor(0.46728492, shape=(), dtype=float32)","tf.Tensor(0.68744606, shape=(), dtype=float32)","tf.Tensor(0.76494515, shape=(), dtype=float32)","tf.Tensor(0.5926524, shape=(), dtype=float32)","tf.Tensor(0.2442211, shape=(), dtype=float32)","tf.Tensor(0.53544956, shape=(), dtype=float32)","tf.Tensor(0.47415832, shape=(), dtype=float32)","tf.Tensor(0.09379548, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
388,"tf.Tensor(0.90687793, shape=(), dtype=float32)","tf.Tensor(0.9953713, shape=(), dtype=float32)","tf.Tensor(0.2981819, shape=(), dtype=float32)","tf.Tensor(0.9880721, shape=(), dtype=float32)","tf.Tensor(0.550897, shape=(), dtype=float32)","tf.Tensor(0.84360635, shape=(), dtype=float32)","tf.Tensor(0.7059945, shape=(), dtype=float32)","tf.Tensor(0.96366894, shape=(), dtype=float32)","tf.Tensor(0.73748493, shape=(), dtype=float32)","tf.Tensor(0.89839906, shape=(), dtype=float32)","tf.Tensor(0.95895, shape=(), dtype=float32)","tf.Tensor(0.2628432, shape=(), dtype=float32)","tf.Tensor(0.98321146, shape=(), dtype=float32)","tf.Tensor(0.3844355, shape=(), dtype=float32)","tf.Tensor(0.70609343, shape=(), dtype=float32)","tf.Tensor(0.82670116, shape=(), dtype=float32)","tf.Tensor(0.9203288, shape=(), dtype=float32)","tf.Tensor(0.9687347, shape=(), dtype=float32)","tf.Tensor(0.9326377, shape=(), dtype=float32)","tf.Tensor(0.20386893, shape=(), dtype=float32)","tf.Tensor(0.31930745, shape=(), dtype=float32)","tf.Tensor(0.58888793, shape=(), dtype=float32)","tf.Tensor(0.6138715, shape=(), dtype=float32)","tf.Tensor(0.9364075, shape=(), dtype=float32)","tf.Tensor(0.7582, shape=(), dtype=float32)","tf.Tensor(0.7806687, shape=(), dtype=float32)","tf.Tensor(0.6058706, shape=(), dtype=float32)","tf.Tensor(0.8845538, shape=(), dtype=float32)","tf.Tensor(0.8158991, shape=(), dtype=float32)","tf.Tensor(-0.14325377, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
389,"tf.Tensor(0.34903133, shape=(), dtype=float32)","tf.Tensor(0.66639316, shape=(), dtype=float32)","tf.Tensor(0.78941774, shape=(), dtype=float32)","tf.Tensor(0.54578805, shape=(), dtype=float32)","tf.Tensor(0.7114674, shape=(), dtype=float32)","tf.Tensor(0.6720204, shape=(), dtype=float32)","tf.Tensor(0.37989253, shape=(), dtype=float32)","tf.Tensor(0.76098275, shape=(), dtype=float32)","tf.Tensor(0.8560266, shape=(), dtype=float32)","tf.Tensor(0.60279256, shape=(), dtype=float32)","tf.Tensor(0.6054382, shape=(), dtype=float32)","tf.Tensor(0.70426947, shape=(), dtype=float32)","tf.Tensor(0.5264047, shape=(), dtype=float32)","tf.Tensor(0.58081186, shape=(), dtype=float32)","tf.Tensor(0.23888558, shape=(), dtype=float32)","tf.Tensor(0.6389782, shape=(), dtype=float32)","tf.Tensor(0.56632316, shape=(), dtype=float32)","tf.Tensor(0.5408816, shape=(), dtype=float32)","tf.Tensor(0.53716457, shape=(), dtype=float32)","tf.Tensor(0.47403753, shape=(), dtype=float32)","tf.Tensor(0.31858885, shape=(), dtype=float32)","tf.Tensor(0.5726781, shape=(), dtype=float32)","tf.Tensor(0.54352075, shape=(), dtype=float32)","tf.Tensor(0.78083175, shape=(), dtype=float32)","tf.Tensor(0.49006328, shape=(), dtype=float32)","tf.Tensor(0.86544204, shape=(), dtype=float32)","tf.Tensor(0.5087028, shape=(), dtype=float32)","tf.Tensor(0.90868354, shape=(), dtype=float32)","tf.Tensor(0.72307557, shape=(), dtype=float32)","tf.Tensor(-0.12913117, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
390,"tf.Tensor(0.5170921, shape=(), dtype=float32)","tf.Tensor(0.57438725, shape=(), dtype=float32)","tf.Tensor(0.47509646, shape=(), dtype=float32)","tf.Tensor(0.5270798, shape=(), dtype=float32)","tf.Tensor(0.4769274, shape=(), dtype=float32)","tf.Tensor(0.5781086, shape=(), dtype=float32)","tf.Tensor(0.45362186, shape=(), dtype=float32)","tf.Tensor(0.7069484, shape=(), dtype=float32)","tf.Tensor(0.72146153, shape=(), dtype=float32)","tf.Tensor(0.5380741, shape=(), dtype=float32)","tf.Tensor(0.51643836, shape=(), dtype=float32)","tf.Tensor(0.47309926, shape=(), dtype=float32)","tf.Tensor(0.5543566, shape=(), dtype=float32)","tf.Tensor(0.6468161, shape=(), dtype=float32)","tf.Tensor(0.41762125, shape=(), dtype=float32)","tf.Tensor(0.6499749, shape=(), dtype=float32)","tf.Tensor(0.4532615, shape=(), dtype=float32)","tf.Tensor(0.31185314, shape=(), dtype=float32)","tf.Tensor(0.3450102, shape=(), dtype=float32)","tf.Tensor(0.540048, shape=(), dtype=float32)","tf.Tensor(0.26921505, shape=(), dtype=float32)","tf.Tensor(0.460579, shape=(), dtype=float32)","tf.Tensor(0.4819486, shape=(), dtype=float32)","tf.Tensor(0.7060911, shape=(), dtype=float32)","tf.Tensor(0.68363845, shape=(), dtype=float32)","tf.Tensor(0.74689394, shape=(), dtype=float32)","tf.Tensor(0.48805842, shape=(), dtype=float32)","tf.Tensor(0.7700456, shape=(), dtype=float32)","tf.Tensor(0.4947049, shape=(), dtype=float32)","tf.Tensor(0.0156144, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
391,"tf.Tensor(0.59138125, shape=(), dtype=float32)","tf.Tensor(0.8802406, shape=(), dtype=float32)","tf.Tensor(0.23813333, shape=(), dtype=float32)","tf.Tensor(0.8583317, shape=(), dtype=float32)","tf.Tensor(0.26173943, shape=(), dtype=float32)","tf.Tensor(0.5783156, shape=(), dtype=float32)","tf.Tensor(0.5466274, shape=(), dtype=float32)","tf.Tensor(0.85919416, shape=(), dtype=float32)","tf.Tensor(0.61544627, shape=(), dtype=float32)","tf.Tensor(0.6662162, shape=(), dtype=float32)","tf.Tensor(0.66015446, shape=(), dtype=float32)","tf.Tensor(0.35548073, shape=(), dtype=float32)","tf.Tensor(0.67158294, shape=(), dtype=float32)","tf.Tensor(0.29567406, shape=(), dtype=float32)","tf.Tensor(0.29961517, shape=(), dtype=float32)","tf.Tensor(0.7824033, shape=(), dtype=float32)","tf.Tensor(0.5394848, shape=(), dtype=float32)","tf.Tensor(0.56624645, shape=(), dtype=float32)","tf.Tensor(0.6244821, shape=(), dtype=float32)","tf.Tensor(0.5640215, shape=(), dtype=float32)","tf.Tensor(0.13280743, shape=(), dtype=float32)","tf.Tensor(0.4685454, shape=(), dtype=float32)","tf.Tensor(0.4909934, shape=(), dtype=float32)","tf.Tensor(0.7755033, shape=(), dtype=float32)","tf.Tensor(0.62318295, shape=(), dtype=float32)","tf.Tensor(0.73408717, shape=(), dtype=float32)","tf.Tensor(0.40240774, shape=(), dtype=float32)","tf.Tensor(0.73689175, shape=(), dtype=float32)","tf.Tensor(0.6238878, shape=(), dtype=float32)","tf.Tensor(0.08772691, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
392,"tf.Tensor(0.462972, shape=(), dtype=float32)","tf.Tensor(0.40623614, shape=(), dtype=float32)","tf.Tensor(0.91488504, shape=(), dtype=float32)","tf.Tensor(0.29094055, shape=(), dtype=float32)","tf.Tensor(0.9551076, shape=(), dtype=float32)","tf.Tensor(0.40191436, shape=(), dtype=float32)","tf.Tensor(0.15160666, shape=(), dtype=float32)","tf.Tensor(0.72420937, shape=(), dtype=float32)","tf.Tensor(0.93842185, shape=(), dtype=float32)","tf.Tensor(0.46728393, shape=(), dtype=float32)","tf.Tensor(0.41186228, shape=(), dtype=float32)","tf.Tensor(0.8828669, shape=(), dtype=float32)","tf.Tensor(0.22914118, shape=(), dtype=float32)","tf.Tensor(0.820149, shape=(), dtype=float32)","tf.Tensor(0.057500906, shape=(), dtype=float32)","tf.Tensor(0.66116714, shape=(), dtype=float32)","tf.Tensor(0.5890508, shape=(), dtype=float32)","tf.Tensor(0.53355604, shape=(), dtype=float32)","tf.Tensor(0.6490799, shape=(), dtype=float32)","tf.Tensor(0.49735683, shape=(), dtype=float32)","tf.Tensor(0.22019552, shape=(), dtype=float32)","tf.Tensor(0.46307826, shape=(), dtype=float32)","tf.Tensor(0.6216082, shape=(), dtype=float32)","tf.Tensor(0.75903845, shape=(), dtype=float32)","tf.Tensor(0.69944465, shape=(), dtype=float32)","tf.Tensor(0.8978319, shape=(), dtype=float32)","tf.Tensor(0.65608954, shape=(), dtype=float32)","tf.Tensor(0.9291698, shape=(), dtype=float32)","tf.Tensor(0.43104455, shape=(), dtype=float32)","tf.Tensor(0.025316425, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
393,"tf.Tensor(0.43490484, shape=(), dtype=float32)","tf.Tensor(0.6680783, shape=(), dtype=float32)","tf.Tensor(0.58000165, shape=(), dtype=float32)","tf.Tensor(0.5453911, shape=(), dtype=float32)","tf.Tensor(0.8942266, shape=(), dtype=float32)","tf.Tensor(0.4512078, shape=(), dtype=float32)","tf.Tensor(0.21735217, shape=(), dtype=float32)","tf.Tensor(0.6983433, shape=(), dtype=float32)","tf.Tensor(0.7831318, shape=(), dtype=float32)","tf.Tensor(0.46777627, shape=(), dtype=float32)","tf.Tensor(0.38889143, shape=(), dtype=float32)","tf.Tensor(0.8722894, shape=(), dtype=float32)","tf.Tensor(0.18516567, shape=(), dtype=float32)","tf.Tensor(0.7267073, shape=(), dtype=float32)","tf.Tensor(0.19803151, shape=(), dtype=float32)","tf.Tensor(0.71218365, shape=(), dtype=float32)","tf.Tensor(0.1969439, shape=(), dtype=float32)","tf.Tensor(0.17348205, shape=(), dtype=float32)","tf.Tensor(0.32306927, shape=(), dtype=float32)","tf.Tensor(0.69422233, shape=(), dtype=float32)","tf.Tensor(0.27965108, shape=(), dtype=float32)","tf.Tensor(0.58020365, shape=(), dtype=float32)","tf.Tensor(0.6290778, shape=(), dtype=float32)","tf.Tensor(0.8729209, shape=(), dtype=float32)","tf.Tensor(0.56205744, shape=(), dtype=float32)","tf.Tensor(0.81986004, shape=(), dtype=float32)","tf.Tensor(0.528371, shape=(), dtype=float32)","tf.Tensor(0.83346796, shape=(), dtype=float32)","tf.Tensor(0.43530378, shape=(), dtype=float32)","tf.Tensor(0.11457642, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
394,"tf.Tensor(0.54112476, shape=(), dtype=float32)","tf.Tensor(0.9272933, shape=(), dtype=float32)","tf.Tensor(0.24783069, shape=(), dtype=float32)","tf.Tensor(0.92355037, shape=(), dtype=float32)","tf.Tensor(0.2882558, shape=(), dtype=float32)","tf.Tensor(0.54741067, shape=(), dtype=float32)","tf.Tensor(0.5572019, shape=(), dtype=float32)","tf.Tensor(0.87163717, shape=(), dtype=float32)","tf.Tensor(0.65283227, shape=(), dtype=float32)","tf.Tensor(0.76953924, shape=(), dtype=float32)","tf.Tensor(0.80958587, shape=(), dtype=float32)","tf.Tensor(0.08969242, shape=(), dtype=float32)","tf.Tensor(0.8525249, shape=(), dtype=float32)","tf.Tensor(0.44894385, shape=(), dtype=float32)","tf.Tensor(0.61764014, shape=(), dtype=float32)","tf.Tensor(0.6173808, shape=(), dtype=float32)","tf.Tensor(0.6585559, shape=(), dtype=float32)","tf.Tensor(0.7703042, shape=(), dtype=float32)","tf.Tensor(0.6357357, shape=(), dtype=float32)","tf.Tensor(0.3888066, shape=(), dtype=float32)","tf.Tensor(0.21188034, shape=(), dtype=float32)","tf.Tensor(0.36304003, shape=(), dtype=float32)","tf.Tensor(0.5069657, shape=(), dtype=float32)","tf.Tensor(0.7405555, shape=(), dtype=float32)","tf.Tensor(0.74382824, shape=(), dtype=float32)","tf.Tensor(0.62115735, shape=(), dtype=float32)","tf.Tensor(0.3704268, shape=(), dtype=float32)","tf.Tensor(0.6309753, shape=(), dtype=float32)","tf.Tensor(0.62611103, shape=(), dtype=float32)","tf.Tensor(0.10475124, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
395,"tf.Tensor(0.8784074, shape=(), dtype=float32)","tf.Tensor(0.9558569, shape=(), dtype=float32)","tf.Tensor(0.32576245, shape=(), dtype=float32)","tf.Tensor(0.92918056, shape=(), dtype=float32)","tf.Tensor(0.4756306, shape=(), dtype=float32)","tf.Tensor(0.789531, shape=(), dtype=float32)","tf.Tensor(0.64204544, shape=(), dtype=float32)","tf.Tensor(0.92769843, shape=(), dtype=float32)","tf.Tensor(0.78156894, shape=(), dtype=float32)","tf.Tensor(0.82914555, shape=(), dtype=float32)","tf.Tensor(0.8786408, shape=(), dtype=float32)","tf.Tensor(0.1659322, shape=(), dtype=float32)","tf.Tensor(0.9695738, shape=(), dtype=float32)","tf.Tensor(0.672094, shape=(), dtype=float32)","tf.Tensor(0.7255549, shape=(), dtype=float32)","tf.Tensor(0.42742503, shape=(), dtype=float32)","tf.Tensor(0.9243362, shape=(), dtype=float32)","tf.Tensor(0.9400249, shape=(), dtype=float32)","tf.Tensor(0.85518295, shape=(), dtype=float32)","tf.Tensor(0.05265892, shape=(), dtype=float32)","tf.Tensor(0.4715032, shape=(), dtype=float32)","tf.Tensor(0.54261416, shape=(), dtype=float32)","tf.Tensor(0.6401839, shape=(), dtype=float32)","tf.Tensor(0.8272431, shape=(), dtype=float32)","tf.Tensor(0.70221776, shape=(), dtype=float32)","tf.Tensor(0.8575559, shape=(), dtype=float32)","tf.Tensor(0.61933935, shape=(), dtype=float32)","tf.Tensor(0.87314147, shape=(), dtype=float32)","tf.Tensor(0.7873633, shape=(), dtype=float32)","tf.Tensor(-0.18335636, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
396,"tf.Tensor(0.7195643, shape=(), dtype=float32)","tf.Tensor(0.99766296, shape=(), dtype=float32)","tf.Tensor(0.3408755, shape=(), dtype=float32)","tf.Tensor(0.99619746, shape=(), dtype=float32)","tf.Tensor(0.25871378, shape=(), dtype=float32)","tf.Tensor(0.77603126, shape=(), dtype=float32)","tf.Tensor(0.7375996, shape=(), dtype=float32)","tf.Tensor(0.98489314, shape=(), dtype=float32)","tf.Tensor(0.78688765, shape=(), dtype=float32)","tf.Tensor(0.9709553, shape=(), dtype=float32)","tf.Tensor(0.9668881, shape=(), dtype=float32)","tf.Tensor(-0.15163057, shape=(), dtype=float32)","tf.Tensor(0.9904205, shape=(), dtype=float32)","tf.Tensor(0.43798476, shape=(), dtype=float32)","tf.Tensor(0.9322401, shape=(), dtype=float32)","tf.Tensor(0.83525574, shape=(), dtype=float32)","tf.Tensor(0.94447416, shape=(), dtype=float32)","tf.Tensor(0.9806468, shape=(), dtype=float32)","tf.Tensor(0.92428595, shape=(), dtype=float32)","tf.Tensor(0.5162169, shape=(), dtype=float32)","tf.Tensor(0.2765998, shape=(), dtype=float32)","tf.Tensor(0.5407851, shape=(), dtype=float32)","tf.Tensor(0.65141124, shape=(), dtype=float32)","tf.Tensor(0.94883, shape=(), dtype=float32)","tf.Tensor(0.9575165, shape=(), dtype=float32)","tf.Tensor(0.8245916, shape=(), dtype=float32)","tf.Tensor(0.31056362, shape=(), dtype=float32)","tf.Tensor(0.781893, shape=(), dtype=float32)","tf.Tensor(0.8653278, shape=(), dtype=float32)","tf.Tensor(0.113807425, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
397,"tf.Tensor(0.54582083, shape=(), dtype=float32)","tf.Tensor(0.8025385, shape=(), dtype=float32)","tf.Tensor(0.59035826, shape=(), dtype=float32)","tf.Tensor(0.81330734, shape=(), dtype=float32)","tf.Tensor(0.371893, shape=(), dtype=float32)","tf.Tensor(0.68085515, shape=(), dtype=float32)","tf.Tensor(0.5981194, shape=(), dtype=float32)","tf.Tensor(0.8398319, shape=(), dtype=float32)","tf.Tensor(0.77359957, shape=(), dtype=float32)","tf.Tensor(0.7573701, shape=(), dtype=float32)","tf.Tensor(0.79146796, shape=(), dtype=float32)","tf.Tensor(0.3536527, shape=(), dtype=float32)","tf.Tensor(0.8211619, shape=(), dtype=float32)","tf.Tensor(0.43557984, shape=(), dtype=float32)","tf.Tensor(0.58165306, shape=(), dtype=float32)","tf.Tensor(0.6733384, shape=(), dtype=float32)","tf.Tensor(0.7692437, shape=(), dtype=float32)","tf.Tensor(0.78606707, shape=(), dtype=float32)","tf.Tensor(0.60984755, shape=(), dtype=float32)","tf.Tensor(0.41367787, shape=(), dtype=float32)","tf.Tensor(0.38099155, shape=(), dtype=float32)","tf.Tensor(0.5746738, shape=(), dtype=float32)","tf.Tensor(0.48160735, shape=(), dtype=float32)","tf.Tensor(0.6868246, shape=(), dtype=float32)","tf.Tensor(0.76317155, shape=(), dtype=float32)","tf.Tensor(0.86776656, shape=(), dtype=float32)","tf.Tensor(0.46281797, shape=(), dtype=float32)","tf.Tensor(0.8502996, shape=(), dtype=float32)","tf.Tensor(0.8192376, shape=(), dtype=float32)","tf.Tensor(-0.14672852, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
398,"tf.Tensor(0.8868736, shape=(), dtype=float32)","tf.Tensor(0.9710085, shape=(), dtype=float32)","tf.Tensor(0.18406089, shape=(), dtype=float32)","tf.Tensor(0.93179595, shape=(), dtype=float32)","tf.Tensor(0.55357313, shape=(), dtype=float32)","tf.Tensor(0.73911643, shape=(), dtype=float32)","tf.Tensor(0.71577173, shape=(), dtype=float32)","tf.Tensor(0.92538774, shape=(), dtype=float32)","tf.Tensor(0.76996684, shape=(), dtype=float32)","tf.Tensor(0.72604465, shape=(), dtype=float32)","tf.Tensor(0.8844671, shape=(), dtype=float32)","tf.Tensor(0.5345333, shape=(), dtype=float32)","tf.Tensor(0.9348175, shape=(), dtype=float32)","tf.Tensor(0.46163508, shape=(), dtype=float32)","tf.Tensor(0.52328724, shape=(), dtype=float32)","tf.Tensor(0.7948988, shape=(), dtype=float32)","tf.Tensor(0.88192767, shape=(), dtype=float32)","tf.Tensor(0.8983137, shape=(), dtype=float32)","tf.Tensor(0.8972256, shape=(), dtype=float32)","tf.Tensor(0.22258885, shape=(), dtype=float32)","tf.Tensor(0.28979152, shape=(), dtype=float32)","tf.Tensor(0.6405999, shape=(), dtype=float32)","tf.Tensor(0.65383327, shape=(), dtype=float32)","tf.Tensor(0.92334837, shape=(), dtype=float32)","tf.Tensor(0.26013675, shape=(), dtype=float32)","tf.Tensor(0.8376613, shape=(), dtype=float32)","tf.Tensor(0.7141905, shape=(), dtype=float32)","tf.Tensor(0.9113097, shape=(), dtype=float32)","tf.Tensor(0.5955686, shape=(), dtype=float32)","tf.Tensor(0.033038236, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
399,"tf.Tensor(0.59533066, shape=(), dtype=float32)","tf.Tensor(0.55173683, shape=(), dtype=float32)","tf.Tensor(0.6487105, shape=(), dtype=float32)","tf.Tensor(0.39759886, shape=(), dtype=float32)","tf.Tensor(0.6050159, shape=(), dtype=float32)","tf.Tensor(0.55100965, shape=(), dtype=float32)","tf.Tensor(0.43002892, shape=(), dtype=float32)","tf.Tensor(0.7298541, shape=(), dtype=float32)","tf.Tensor(0.8331366, shape=(), dtype=float32)","tf.Tensor(0.5349815, shape=(), dtype=float32)","tf.Tensor(0.56019765, shape=(), dtype=float32)","tf.Tensor(0.68221366, shape=(), dtype=float32)","tf.Tensor(0.5169213, shape=(), dtype=float32)","tf.Tensor(0.62039727, shape=(), dtype=float32)","tf.Tensor(0.36209783, shape=(), dtype=float32)","tf.Tensor(0.6683334, shape=(), dtype=float32)","tf.Tensor(0.5788385, shape=(), dtype=float32)","tf.Tensor(0.4562225, shape=(), dtype=float32)","tf.Tensor(0.56793225, shape=(), dtype=float32)","tf.Tensor(0.45749047, shape=(), dtype=float32)","tf.Tensor(0.23718329, shape=(), dtype=float32)","tf.Tensor(0.5043545, shape=(), dtype=float32)","tf.Tensor(0.48443133, shape=(), dtype=float32)","tf.Tensor(0.7734333, shape=(), dtype=float32)","tf.Tensor(0.2988895, shape=(), dtype=float32)","tf.Tensor(0.88701177, shape=(), dtype=float32)","tf.Tensor(0.59683454, shape=(), dtype=float32)","tf.Tensor(0.8990623, shape=(), dtype=float32)","tf.Tensor(0.5340698, shape=(), dtype=float32)","tf.Tensor(-0.06577054, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
